backend architecture,use case,heap,concurrency,garbage collector,workload,average_latency,min_latency,max_latency,percentile_10,percentile_20,percentile_50,percentile_90,percentile_99,percentile_999,percentile_9999,percentile_99999,percentile_999999,percentile_9999999,throughput,footprint,avgfootprintAfterFullGC,avgFreedMemoryByFullGC,avgfootprintAfterGC,avgFreedMemoryByGC,avgPause,minPause,maxPause,avgGCPause,avgFullGCPause,accumPause,fullGCPause,gcPause,gc_throughput,num_full_gc,num_minor_gc,freedMemoryPerMin,gcPerformance,fullGCPerformance,%usr,%nice,%sys,%iowait,%steal,%irq,%soft,%guest,%gnice,%idle,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbactive,kbinact,kbdirty,kbanonpg,kbslab,kbkstack,kbpgtbl,kbvmused,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad,tps,rtps,wtps,bread/s,bwrtn/s,dentunusd,file-nr,inode-nr,pty-nr,proc/s,cswch/s,runq-sz,plist-sz,ldavg-1,ldavg-5,ldavg-15,blocked,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
seda,memory,7g,10,UseParallelGC,10240,69.38162249739614,22,247,31.0,39.0,64.0,113.0,157.0,194.7960000000021,223.67959999999584,238.79124000000593,246.17912399997294,246.917912399942,144.01666666666668,7165,23.62,608,45.325,2368.914,0.00239,0.00173,0.08272,0.00222,0.08272,1.16,0.08,1.07,99.81,1,483,113623.991,1064961.499,7349.741,98.86,0.00,0.67,0.00,0.00,0.00,0.08,0.00,0.00,0.38,4598583,3059033,39.95,20474,187469,8517636,111.23,2809432,129596,87,2734833,61256,5878,9507,0,0,0,0.00,0,0.00,0.45,0.00,0.45,0.00,8.66,14595,1139,23147,0,0.01,2936.62,10,353,10.16,13.05,26.83,0,178.52,302.98,34.22,38.33,0.00,0.00,0.00,0.00
seda,memory,7g,1,UseParallelGC,10240,12.956207538188584,12,39,12.0,13.0,13.0,13.0,15.0,17.0,30.067599999991216,37.84459999999308,38.88445999999385,38.98844599998847,77.03,7167.5,23.616,627,42.904,2361.297,0.00255,0.00144,0.12714,0.00206,0.12714,0.65,0.13,0.53,99.89,1,256,60163.935,1145980.137,4931.738,24.61,0.00,0.51,0.00,0.04,0.00,0.01,0.00,0.00,74.83,4615575,3042041,39.73,20671,187789,8527674,111.36,2791538,129586,84,2716411,61479,5887,9416,0,0,0,0.00,0,0.00,0.54,0.00,0.54,0.00,10.45,14680,1125,23150,0,0.02,2258.35,2,354,0.99,3.37,15.15,0,80.86,79.87,17.04,15.12,0.00,0.00,0.00,0.00
seda,memory,7g,600,UseParallelGC,1024,471.98692952751674,5,1751,296.0,356.0,456.0,682.0,868.0,1007.0,1171.8759999999893,1652.1255999996793,1736.8941199993715,1749.5894119995064,1270.8033333333333,7124,23.626,628,83.153,2282.078,0.01697,0.00989,0.07792,0.01684,0.07792,7.67,0.08,7.59,98.73,1,451,102205.072,135550.431,8059.362,97.41,0.00,1.79,0.00,0.00,0.00,0.37,0.00,0.00,0.43,4608749,3048867,39.81,20868,188121,8522792,111.30,2796020,129568,80,2720347,63022,5872,9480,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.59,14763,1756,23764,0,0.01,21995.59,90,353,86.91,63.15,38.09,0,3129.76,3625.48,434.97,408.16,0.00,0.00,0.00,0.04
seda,memory,7g,500,UseParallelGC,1024,378.05088377345555,3,1383,212.0,272.0,367.0,574.0,754.0,908.0,1054.329299999983,1177.1317199999467,1313.1795679936185,1376.0179567942396,1322.36,7131,23.625,586,86.975,2299.413,0.01433,0.00923,0.0718,0.01421,0.0718,6.71,0.07,6.63,98.89,1,467,106546.186,161866.807,8161.367,97.31,0.00,1.86,0.00,0.00,0.00,0.35,0.00,0.00,0.47,4606475,3051141,39.84,21065,188456,8525916,111.34,2798702,129540,84,2722458,62543,5872,9454,0,0,0,0.00,0,0.00,0.55,0.00,0.55,0.00,10.02,14845,1659,23672,0,0.01,18546.12,85,353,82.37,78.53,58.20,0,2903.07,3559.04,422.13,408.75,0.00,0.00,0.00,0.03
seda,memory,7g,200,UseParallelGC,1024,151.92961091229813,2,974,40.0,61.0,140.0,293.0,474.0,612.0,751.6310999999405,868.4893299997202,942.8295229992946,970.8829522976303,1315.2133333333334,7155,23.624,595,58.755,2348.045,0.00684,0.00483,0.07438,0.00669,0.07438,3.15,0.07,3.08,99.48,1,460,107204.099,350978.427,7999.494,96.61,0.00,2.49,0.00,0.00,0.00,0.41,0.00,0.00,0.49,4599332,3058284,39.94,21264,188835,8522056,111.29,2808302,129559,94,2731514,61675,5872,9491,0,0,0,0.00,0,0.00,0.48,0.00,0.48,0.00,9.91,14928,1357,23380,0,0.03,19377.50,80,353,76.99,75.47,65.88,0,1979.82,2969.92,341.40,364.02,0.00,0.00,0.00,0.03
seda,memory,7g,100,UseParallelGC,1024,76.84033917160309,1,711,8.0,14.0,58.0,177.0,312.0,427.8740000000689,533.9621999999508,622.1974799999734,679.7899200012907,707.8789919978008,1300.4233333333334,7161.5,23.619,687,49.047,2361.253,0.00425,0.00297,0.072,0.0041,0.072,1.91,0.07,1.84,99.68,1,448,104939.962,576084.547,9541.587,95.73,0.00,3.22,0.00,0.00,0.00,0.46,0.00,0.00,0.58,4618848,3038768,39.68,22040,191265,8523624,111.31,2787756,131240,85,2709441,61531,5872,9427,0,0,0,0.00,0,0.00,0.79,0.18,0.61,4.02,10.58,15037,1260,23323,0,0.01,19359.42,65,353,62.09,63.65,64.27,0,1638.86,2560.98,310.03,333.67,0.00,0.00,0.00,0.03
seda,memory,7g,50,UseParallelGC,1024,39.16638744632305,2,419,5.0,7.0,26.0,95.0,177.0,256.0,328.4775999998674,382.3477599999169,413.6434320001863,418.46434319985565,1275.3766666666668,7165,23.623,635,46.87,2366.934,0.00328,0.00226,0.07098,0.00312,0.07098,1.45,0.07,1.38,99.76,1,442,103966.7,758164.136,8945.627,95.41,0.00,3.60,0.00,0.00,0.00,0.43,0.00,0.00,0.56,4612365,3045251,39.77,22425,192278,8518585,111.24,2793728,131900,91,2714679,61428,5883,9414,0,0,0,0.00,0,0.00,0.51,0.00,0.51,0.00,9.62,15125,1206,23290,0,0.07,18711.58,41,354,40.67,45.29,54.62,0,1447.15,2173.99,290.12,304.39,0.00,0.00,0.00,0.02
seda,memory,7g,20,UseParallelGC,1024,16.219344561627842,2,279,4.0,5.0,10.0,36.0,83.0,135.0,190.08739999996033,245.8524399996968,278.2617479999317,278.9261747999117,1230.4233333333334,7166.5,23.612,598,43.656,2370.09,0.00257,0.00178,0.09549,0.00235,0.09549,1.1,0.1,1.01,99.82,1,428,100834.056,1007729.583,6262.108,95.10,0.00,3.32,0.00,0.01,0.00,0.36,0.00,0.00,1.21,4619817,3037799,39.67,22617,192617,8522620,111.30,2786506,131870,83,2706877,61494,5872,9419,0,0,0,0.00,0,0.00,0.57,0.00,0.57,0.00,10.15,15207,1177,23269,0,0.01,17808.96,19,353,18.00,23.39,38.82,0,1300.34,1484.30,271.62,253.55,0.00,0.00,0.00,0.02
seda,memory,7g,10,UseParallelGC,1024,7.850553389180269,1,116,3.0,4.0,6.0,15.0,36.0,56.0,86.0,108.0,115.61943700001575,115.96194369997829,1268.5466666666666,7167,23.625,600,42.72,2371.606,0.0023,0.00157,0.08963,0.0021,0.08963,1.02,0.09,0.93,99.83,1,441,103855.932,1128303.465,6694.165,92.27,0.00,3.46,0.00,0.02,0.00,0.35,0.00,0.00,3.89,4606819,3050797,39.84,22813,192946,8525757,111.34,2799012,131865,82,2718855,61471,5872,9438,0,0,0,0.00,0,0.00,0.52,0.00,0.52,0.00,9.43,15292,1157,23271,0,0.01,19767.24,10,353,9.56,11.95,25.25,0,1303.77,1312.71,276.83,247.13,0.00,0.00,0.00,0.02
seda,memory,7g,1,UseParallelGC,1024,1.637505396818368,1,50,1.0,1.0,2.0,2.0,2.0,4.0,7.0,17.353730000002543,45.12215300023672,49.51221529947361,602.2066666666667,7167.5,23.617,599,41.179,2356.078,0.0024,0.00139,0.07218,0.00207,0.07218,0.51,0.07,0.44,99.92,1,211,49528.686,1138769.678,8298.249,21.36,0.00,1.79,0.00,0.26,0.00,0.05,0.00,0.00,76.54,4601128,3056488,39.91,23005,193262,8519632,111.26,2804510,131856,78,2723832,61574,5880,9417,0,0,0,0.00,0,0.00,0.49,0.00,0.49,0.00,9.57,15370,1105,23267,0,0.02,13670.67,2,353,0.46,2.73,14.03,0,606.05,605.03,130.32,116.08,0.00,0.00,0.00,0.01
seda,memory,7g,600,UseParallelGC,10,43.31100144066886,0,514,20.0,27.0,40.0,68.0,123.0,194.0,260.0,414.0,498.84486100263894,511.0934340967797,13840.793333333333,7144,23.622,604,73.025,2315.554,0.0124,0.00821,0.09311,0.01216,0.09311,4.17,0.09,4.07,99.31,1,335,77100.095,190454.158,6486.77,71.69,0.00,16.33,0.00,0.28,0.00,3.53,0.00,0.00,8.18,4565192,3092424,40.38,23197,193581,8526744,111.35,2836971,131842,78,2755786,63111,5872,9527,0,0,0,0.00,0,0.00,0.61,0.00,0.61,0.00,9.94,15453,1729,23878,0,0.02,92811.26,24,353,17.18,13.86,14.03,0,15934.06,25429.07,3141.06,3396.22,0.00,0.00,0.00,0.28
seda,memory,7g,500,UseParallelGC,10,35.22086361542295,0,368,15.0,21.0,32.0,57.0,105.0,170.0,237.0,302.0,351.0,362.46922930236906,14181.466666666667,7147.5,23.62,621,66.363,2323.143,0.01073,0.0065,0.07033,0.01056,0.07033,3.64,0.07,3.57,99.4,1,338,78093.017,220027.668,8830.079,71.67,0.00,16.74,0.00,0.28,0.00,3.23,0.00,0.00,8.08,4585497,3072119,40.12,23403,193899,8528152,111.37,2817334,131809,89,2735590,62702,5874,9472,0,0,0,0.00,0,0.00,0.57,0.00,0.57,0.00,10.23,15531,1629,23782,0,0.07,96622.95,23,353,16.60,15.97,15.09,0,15933.97,23014.45,3184.47,3281.33,0.00,0.00,0.00,0.27
seda,memory,7g,200,UseParallelGC,10,13.943602653384053,0,286,5.0,7.0,12.0,24.0,55.0,122.0,196.0,242.09480000007898,251.7094799997285,286.0,14301.736666666666,7159.5,23.622,592,48.158,2350.716,0.00546,0.00302,0.09952,0.00517,0.09952,1.82,0.1,1.72,99.7,1,332,77506.084,454262.05,5948.308,70.12,0.00,18.21,0.00,0.33,0.00,2.47,0.00,0.00,8.87,4603566,3054050,39.88,23611,194231,8522688,111.30,2800509,131808,85,2718206,61800,5872,9452,0,0,0,0.00,0,0.00,0.68,0.00,0.68,0.00,10.50,15617,1328,23494,0,0.02,106635.58,21,353,14.84,14.59,14.72,0,15008.97,15561.34,3120.60,2809.98,0.00,0.00,0.00,0.26
seda,memory,7g,100,UseParallelGC,10,7.210489714735374,0,285,2.0,4.0,6.0,12.0,34.0,84.0,154.0,210.0,283.0,284.5857180999592,13809.4,7164,23.623,619,44.2,2358.913,0.00381,0.00223,0.08613,0.00356,0.08613,1.24,0.09,1.15,99.79,1,324,75848.275,662671.687,7187.044,69.01,0.00,18.83,0.00,0.35,0.00,2.87,0.00,0.00,8.95,4597315,3060301,39.96,23810,194564,8519348,111.25,2808134,131807,107,2725290,61394,5872,9484,0,0,0,0.00,0,0.00,0.59,0.00,0.59,0.00,10.90,15702,1223,23406,0,0.07,108900.72,22,353,14.86,14.45,14.48,0,14152.90,14257.19,2981.89,2659.70,0.00,0.00,0.00,0.24
seda,memory,7g,50,UseParallelGC,10,3.836677963323789,0,205,1.0,2.0,3.0,6.0,22.0,70.0,119.0,168.0,204.11950200004503,205.0,12934.996666666666,7166,23.614,631,42.441,2361.918,0.00301,0.00196,0.06977,0.00279,0.06977,0.91,0.07,0.84,99.85,1,302,70827.402,847597.17,9043.367,67.70,0.00,18.82,0.00,0.42,0.00,3.09,0.00,0.00,9.97,4598665,3058951,39.95,24014,194895,8528292,111.37,2807270,131804,95,2723895,61489,5872,9420,0,0,0,0.00,0,0.00,0.59,0.00,0.59,0.00,10.29,15784,1179,23365,0,0.02,102844.76,22,353,13.06,13.07,13.68,0,13099.29,13149.13,2779.07,2476.66,0.00,0.00,0.00,0.23
seda,memory,7g,20,UseParallelGC,10,1.9243693787787979,0,1328,1.0,1.0,2.0,3.0,11.0,48.0,84.0,134.0,1252.2660299967974,1318.4724692874588,10244.66,7167,23.625,620,41.953,2358.749,0.00268,0.00163,0.07202,0.0024,0.07202,0.67,0.07,0.59,99.89,1,248,58120.828,984479.978,8608.732,59.10,0.00,22.76,0.00,0.67,0.00,2.83,0.00,0.00,14.63,4607179,3050437,39.84,24210,195235,8531006,111.41,2798965,131801,106,2715043,61383,5872,9449,0,0,0,0.00,0,0.00,0.52,0.00,0.52,0.00,10.32,15866,1134,23344,0,0.02,123094.68,15,353,10.07,10.64,12.10,0,10309.98,10321.15,2195.93,1955.57,0.00,0.00,0.00,0.18
seda,memory,7g,10,UseParallelGC,10,1.0798376532674543,0,461,0.0,1.0,1.0,2.0,6.0,24.0,52.30999999959022,104.64799999818206,415.19160000421107,457.7397199962288,9056.336666666666,7167.5,23.623,598,40.932,2355.551,0.00269,0.0015,0.07573,0.00235,0.07573,0.58,0.08,0.51,99.9,1,215,50368.739,1002378.563,7896.203,55.30,0.00,24.40,0.00,0.81,0.00,2.67,0.00,0.00,16.82,4609259,3048357,39.81,24534,195572,8522472,111.29,2795218,131801,97,2710619,61687,5872,9423,0,0,0,0.00,0,0.00,0.67,0.00,0.67,0.00,11.89,15949,1145,23344,0,0.06,125302.38,10,353,7.87,8.35,10.14,0,9079.89,9075.47,1937.31,1724.50,0.00,0.00,0.00,0.16
seda,memory,7g,1,UseParallelGC,10,0.34027825928945615,0,23,0.0,0.0,0.0,1.0,1.0,1.0,4.0,19.635149999987334,23.0,23.0,2788.286666666667,7166.5,23.624,607,39.797,2291.164,0.00431,0.00138,0.07089,0.00335,0.07089,0.3,0.07,0.23,99.95,1,69,15727.702,684753.933,8562.562,7.42,0.00,6.73,0.00,1.26,0.00,0.27,0.00,0.00,84.31,4610193,3047423,39.80,24729,195881,8521140,111.28,2794711,131799,97,2709597,61593,5887,9408,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,10.77,16026,1131,23339,0,0.02,60802.51,1,354,0.64,2.18,6.09,0,2791.73,2790.71,596.59,531.12,0.00,0.00,0.00,0.05
nio,db,7g,600,UseParallelGC,1,70.1081050936598,1,1633,7.0,11.0,30.0,189.0,485.0,775.7740000002086,1050.0,1331.7886999994516,1617.279705998022,1632.2307321992703,8547.423333333334,7083.5,23.607,558,292.399,2196.601,0.10112,0.02656,0.14229,0.1012,0.07894,26.59,0.08,26.52,95.59,1,262,57271.018,21704.657,7068.311,67.57,0.00,19.47,0.00,0.07,0.00,6.74,0.00,0.00,6.14,4309183,3348433,43.73,24919,219868,8503500,111.05,3076025,148593,80,2983599,63367,5232,9907,0,0,0,0.00,0,0.00,0.59,0.00,0.59,0.00,9.55,16134,1826,24046,0,0.02,41024.28,34,313,36.72,28.97,17.24,0,36216.07,41137.33,5366.77,4959.79,0.00,0.00,0.00,0.44
nio,db,7g,500,UseParallelGC,1,58.72503102290304,0,1391,6.0,9.0,24.0,160.0,437.0,713.0,983.0,1160.4839799995534,1303.8430579979904,1391.0,8501.783333333333,7087.5,23.62,550,267.234,2203.745,0.09994,0.02353,0.14304,0.10005,0.07209,26.19,0.07,26.11,95.67,1,261,57103.7,22026.329,7629.807,67.83,0.00,19.32,0.00,0.07,0.00,6.76,0.00,0.00,6.02,4328379,3329237,43.48,25117,220179,8494695,110.93,3061009,145108,85,2964592,63012,5232,9853,0,0,0,0.00,0,0.00,0.62,0.00,0.62,0.00,9.89,16213,1724,23949,0,0.03,41098.34,35,313,38.08,34.10,25.15,0,35702.28,40150.52,5311.01,4882.20,0.00,0.00,0.00,0.44
nio,db,7g,200,UseParallelGC,1,23.798823550914957,0,1406,2.0,3.0,7.0,53.0,285.0,565.0,845.0,1189.8327500000596,1405.483275000006,1406.0,8389.086666666666,7098.5,23.619,602,158.803,2225.979,0.09578,0.01486,0.14737,0.09587,0.07225,24.62,0.07,24.54,95.93,1,256,56548.772,23217.866,8332.099,67.77,0.00,19.52,0.00,0.08,0.00,6.55,0.00,0.00,6.08,4493744,3163872,41.32,25310,220496,8489833,110.87,2902373,140993,78,2801327,62145,5232,9522,0,0,0,0.00,0,0.00,0.55,0.00,0.55,0.00,9.20,16298,1434,23657,0,0.02,46027.44,34,313,36.37,35.66,30.25,0,34247.14,36671.70,5156.08,4621.56,0.00,0.00,0.00,0.42
nio,db,7g,100,UseParallelGC,1,12.803398159027337,0,1301,1.0,2.0,4.0,28.0,160.0,377.0,640.3735999995843,957.934000001289,1139.654943998903,1301.0,7787.55,7101.5,23.618,601,128.25,2232.176,0.09453,0.02388,0.13807,0.09463,0.07067,22.4,0.07,22.33,96.29,1,236,52393.566,23587.424,8504.797,63.78,0.00,20.38,0.00,0.18,0.00,6.36,0.00,0.00,9.31,4529434,3128182,40.85,25512,220810,8497105,110.96,2867126,140988,85,2765548,61899,5241,9494,0,0,0,0.00,0,0.00,0.50,0.00,0.50,0.00,9.36,16380,1324,23558,0,0.14,59383.49,27,314,34.08,33.56,31.52,0,31475.81,33109.19,4757.09,4226.19,0.00,0.00,0.00,0.39
nio,db,7g,50,UseParallelGC,1,7.1913383460674245,0,250,1.0,1.0,3.0,19.0,51.0,115.0,150.0,184.23422999982722,249.92342299991287,250.0,6921.926666666666,7103.5,23.618,595,101.9,2232.487,0.09431,0.02857,0.14594,0.09436,0.08518,19.9,0.09,19.81,96.7,1,210,46639.204,23660.146,6985.364,55.89,0.00,18.46,0.00,0.45,0.00,6.36,0.00,0.00,18.84,4564157,3093459,40.40,25712,221120,8491157,110.89,2833303,140984,80,2731182,61732,5248,9388,0,0,0,0.00,0,0.00,0.45,0.00,0.45,0.00,8.91,16462,1233,23489,0,0.01,57283.89,16,314,17.06,19.70,25.26,0,27855.33,28496.29,4218.57,3696.25,0.00,0.00,0.00,0.35
nio,db,7g,20,UseParallelGC,1,3.0893631852993853,0,207,1.0,1.0,2.0,6.0,17.0,95.8570000003092,107.0,120.74856999982148,141.1651330019813,206.6149713997729,6417.1466666666665,7104,23.611,659,100.25,2230.939,0.09444,0.04041,0.14156,0.0944,0.10113,18.51,0.1,18.41,96.92,1,195,43387.409,23632.268,6516.468,54.65,0.00,18.01,0.00,0.51,0.00,6.41,0.00,0.00,20.42,4553840,3103776,40.53,25907,221427,8493846,110.92,2843345,140964,84,2740691,61751,5258,9464,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,10.16,16545,1195,23457,0,0.02,57414.26,12,315,10.63,12.06,18.42,0,25741.00,25789.16,3904.38,3389.49,0.00,0.00,0.00,0.32
nio,db,7g,10,UseParallelGC,1,1.6775845339355733,0,103,1.0,1.0,1.0,3.0,6.0,12.0,99.0,102.0,103.0,103.0,5874.366666666667,7104.5,23.62,558,101.341,2231.892,0.09366,0.02157,0.13843,0.09379,0.07002,16.86,0.07,16.79,97.2,1,179,39833.75,23797.062,7968.594,49.45,0.00,17.38,0.00,0.69,0.00,5.83,0.00,0.00,26.65,4565007,3092609,40.39,26109,221748,8493500,110.92,2832426,140972,79,2729298,61781,5248,9400,0,0,0,0.00,0,0.00,0.54,0.00,0.54,0.00,10.27,16624,1153,23427,0,0.01,60582.87,8,314,5.81,6.84,12.52,0,23532.46,23534.85,3571.24,3100.44,0.00,0.00,0.00,0.29
nio,db,7g,1,UseParallelGC,1,0.8718635004942182,0,99,0.0,1.0,1.0,1.0,2.0,2.0,7.411699999938719,94.0,97.65646800003015,98.8656468000263,1119.6133333333332,7100,23.624,573,92.196,2105.609,0.09083,0.03635,0.12423,0.09108,0.08202,3.36,0.08,3.28,99.44,1,36,7583.774,23118.974,6986.041,0.82,0.00,1.09,0.00,0.29,0.00,0.04,0.00,0.00,97.76,4571503,3086113,40.30,26298,222037,8491020,110.88,2824746,140968,82,2721080,61830,5237,9344,0,0,0,0.00,0,0.00,0.44,0.00,0.44,0.00,8.35,16705,1144,23414,0,0.02,15821.07,2,313,0.07,1.47,6.98,0,4470.31,4469.51,678.60,589.08,0.00,0.00,0.00,0.06
oio,db,7g,600,UseParallelGC,1,1002.8009117355298,1,2006,1001.0,1001.0,1002.0,1003.0,1018.0,1114.0,1185.112599999993,2001.0,2005.102814999933,2005.910281499906,598.1266666666667,6869.5,23.674,655,421.734,1530.371,0.12122,0.02401,0.17796,0.12287,0.0719,3.76,0.07,3.69,99.38,1,30,4558.53,12455.313,9109.926,7.51,0.00,3.60,0.00,0.16,0.00,1.22,0.00,0.00,87.51,4112556,3545060,46.29,26488,243546,8987630,117.37,3253784,155754,80,3143234,65634,15040,11192,0,0,0,0.00,0,0.00,0.46,0.00,0.46,0.00,9.23,16811,1717,24050,0,0.12,10029.89,2,926,0.72,0.65,3.81,0,4509.75,4738.01,546.23,480.16,0.00,0.00,0.00,0.04
oio,db,7g,500,UseParallelGC,1,1002.4218579746379,3,1273,1001.0,1001.0,1002.0,1003.0,1007.0,1122.0,1265.0,1273.0,1273.0,1273.0,498.6433333333333,7002.5,147.145,33.307,321.093,1706.095,0.10229,0.0103,0.23175,0.09794,0.15224,2.56,0.3,2.25,99.57,2,23,4001.838,17419.59,218.778,6.12,0.00,3.05,0.00,0.14,0.00,1.01,0.00,0.00,89.69,4220642,3436974,44.88,26678,243841,8881683,115.98,3151863,153016,81,3038054,65036,13379,10833,0,0,0,0.00,0,0.00,0.44,0.00,0.44,0.00,8.05,16893,1613,23958,0,0.09,8938.41,2,822,1.22,1.27,2.58,0,3764.16,4043.16,455.78,406.36,0.00,0.00,0.00,0.04
oio,db,7g,200,UseParallelGC,1,1002.412875751503,5,1118,1001.0,1001.0,1002.0,1003.0,1010.0,1098.0,1109.0,1118.0,1118.0,1118.0,199.6,6869.5,23.631,562,295.364,1478.49,0.10368,0.02963,0.14888,0.10571,0.08139,1.24,0.08,1.16,99.77,1,11,1787.673,13986.208,6905.424,2.46,0.00,1.46,0.00,0.06,0.00,0.41,0.00,0.00,95.62,4307704,3349912,43.75,26866,244121,8566997,111.88,3075778,148876,86,2957359,62950,8517,10150,0,0,0,0.00,0,0.00,0.50,0.00,0.50,0.00,9.09,16975,1294,23645,0,0.16,3187.56,2,518,0.57,0.64,1.58,0,1534.84,1608.09,184.47,162.08,0.00,0.00,0.00,0.02
oio,db,7g,100,UseParallelGC,1,1002.7403518159321,3,1150,1001.0,1001.0,1002.0,1003.0,1014.0,1136.099000000002,1143.0494999999864,1149.7009899999975,1149.9700989999983,1149.9970098999984,99.67333333333333,6869.5,23.673,542,235.104,1494.105,0.1024,0.03385,0.14355,0.10364,0.09493,0.72,0.09,0.62,99.86,1,6,1053.127,14415.677,5709.512,1.26,0.00,0.98,0.00,0.03,0.00,0.20,0.00,0.00,97.53,4633856,3023760,39.49,27067,244413,8460774,110.49,2753152,148876,85,2634276,62421,6884,9396,0,0,0,0.00,0,0.00,0.41,0.00,0.41,0.00,8.03,17057,1205,23565,0,0.05,1705.45,2,416,0.19,0.26,0.91,0,789.45,843.49,93.90,83.69,0.00,0.00,0.00,0.01
oio,db,7g,50,UseParallelGC,1,1002.1383454630434,1000,1161,1001.0,1001.0,1002.0,1003.0,1006.0,1026.0,1160.5023999999994,1161.0,1161.0,1161.0,49.92333333333333,6869.5,23.675,556,201.603,1359.909,0.09087,0.03893,0.15709,0.09513,0.07382,0.45,0.07,0.38,99.89,1,4,754.794,14294.894,7531.406,0.76,0.00,0.73,0.00,0.02,0.00,0.10,0.00,0.00,98.39,5084285,2573331,33.60,27250,244700,8410620,109.83,2305045,148876,66,2185728,62057,5996,8944,0,0,0,0.00,0,0.00,0.44,0.00,0.44,0.00,8.43,17133,1151,23516,0,0.03,996.91,2,361,0.03,0.07,0.48,0,404.39,443.44,47.68,43.30,0.00,0.00,0.00,0.00
oio,db,7g,20,UseParallelGC,1,1002.5683789192796,1000,1139,1001.0,1001.0,1002.0,1004.0,1012.0,1018.005000000001,1139.0,1139.0,1139.0,1139.0,19.986666666666668,6869.5,23.677,584,154.588,1248.162,0.07628,0.02919,0.13504,0.07423,0.08243,0.31,0.08,0.22,99.94,1,3,456.276,16815.083,7084.971,0.87,0.19,0.65,0.12,0.01,0.00,0.04,0.00,0.00,98.13,5582776,2074840,27.10,27911,317717,8379826,109.43,1793433,162444,7517,1614022,62905,5590,7900,0,0,0,0.00,0,0.00,10.42,6.45,3.97,1234.05,862.15,17621,1094,23693,0,1.12,502.37,2,335,0.03,0.04,0.25,0,163.32,179.67,20.27,17.50,0.00,0.00,0.00,0.00
oio,db,7g,10,UseParallelGC,1,1002.6996655518394,1000,1022,1001.0,1002.0,1002.0,1004.0,1013.0,1022.0,1022.0,1022.0,1022.0,1022.0,9.966666666666667,6869.5,23.675,588,113.555,973.482,0.05158,0.02148,0.07154,0.0416,0.07154,0.15,0.07,0.08,98.1,1,2,14366.401,23399.501,8218.81,0.84,0.00,0.60,0.00,0.00,0.00,0.03,0.00,0.00,98.52,5935599,1722017,22.49,28803,429318,8363753,109.22,1422755,180452,84,1148857,64298,5368,6834,0,0,0,0.00,0,0.00,0.40,0.00,0.40,0.00,8.37,18236,1062,23941,0,0.04,362.84,2,321,0.06,0.07,0.17,0,83.36,94.72,9.74,9.08,0.00,0.00,0.00,0.00
oio,db,7g,1,UseParallelGC,1,1003.5551839464883,1002,1024,1002.0,1002.0,1003.0,1005.0,1018.0,1023.702,1023.9702,1023.99702,1023.9997020000001,1023.9999702,0.9966666666666667,6869.5,23.674,563,24.224,370.017,0.04613,0.02136,0.07091,0.02136,0.07091,0.09,0.07,0.02,0.69,1,1,239301.279,17326.606,7939.407,0.25,0.00,0.54,0.03,0.00,0.00,0.00,0.00,0.00,99.18,6514562,1143054,14.93,28996,429601,8345523,108.98,844596,180452,80,570197,64399,5139,5636,0,0,0,0.00,0,0.00,0.49,0.00,0.49,0.00,9.28,18318,1042,23940,0,0.06,258.46,2,307,0.00,0.02,0.08,0,8.71,10.19,1.01,0.96,0.00,0.00,0.00,0.00
seda,db,7g,600,UseParallelGC,1,83.26612303249351,1,1756,28.0,38.0,63.0,149.0,459.0,767.0,1103.996999999974,1495.7993999999017,1721.9196100011468,1754.7039819983765,7200.1033333333335,7084.5,23.618,579,625.433,2186.971,0.10432,0.01789,0.16272,0.10447,0.07128,23.47,0.07,23.4,96.11,1,224,48656.787,20934.954,8122.52,66.02,0.00,24.35,0.00,0.04,0.00,6.18,0.00,0.00,3.41,3476336,4181280,54.60,29186,431086,8534788,111.45,3871539,180803,95,3595838,66428,5872,11124,0,0,0,0.00,0,0.00,0.70,0.00,0.70,0.00,12.08,18401,1826,24661,0,0.02,120657.43,37,353,33.93,26.91,13.31,0,30833.93,37806.96,4548.87,4390.14,0.00,0.00,0.00,0.37
seda,db,7g,500,UseParallelGC,1,69.23696954355988,1,1581,22.0,30.0,52.0,126.0,382.0,670.0,987.0145999994129,1294.7014600001276,1516.0438329782337,1574.5052190022543,7216.426666666666,7087,23.618,600,627.366,2183.198,0.1029,0.00746,0.16206,0.10304,0.07132,23.26,0.07,23.18,96.15,1,225,48827.261,21188.012,8412.587,66.08,0.00,24.27,0.00,0.04,0.00,6.13,0.00,0.00,3.48,3489401,4168215,54.43,29384,431780,8534760,111.45,3859364,180658,104,3582623,66056,5872,11153,0,0,0,0.00,0,0.00,0.60,0.00,0.60,0.00,12.45,18483,1726,24569,0,0.03,118501.94,40,353,34.66,32.93,22.96,0,30597.85,37212.11,4534.71,4356.10,0.00,0.00,0.00,0.37
