backend architecture,use case,heap,concurrency,garbage collector,workload,average_latency,min_latency,max_latency,percentile_10,percentile_20,percentile_50,percentile_90,percentile_99,percentile_999,percentile_9999,percentile_99999,percentile_999999,percentile_9999999,throughput,footprint,avgfootprintAfterFullGC,avgFreedMemoryByFullGC,avgfootprintAfterGC,avgFreedMemoryByGC,avgPause,minPause,maxPause,avgGCPause,avgFullGCPause,accumPause,fullGCPause,gcPause,gc_throughput,num_full_gc,num_minor_gc,freedMemoryPerMin,gcPerformance,fullGCPerformance,%usr,%nice,%sys,%iowait,%steal,%irq,%soft,%guest,%gnice,%idle,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbactive,kbinact,kbdirty,kbanonpg,kbslab,kbkstack,kbpgtbl,kbvmused,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad,tps,rtps,wtps,bread/s,bwrtn/s,dentunusd,file-nr,inode-nr,pty-nr,proc/s,cswch/s,runq-sz,plist-sz,ldavg-1,ldavg-5,ldavg-15,blocked,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
nio,memory,7g,1,UseParallelGC,1024,1.5944044255612828,1,204,1.0,1.0,2.0,2.0,2.0,3.0,7.0,19.290659999998752,170.05953899945598,200.6059538978152,618.2266666666667,7167.5,23.62,590,36.115,2357.839,0.00221,0.00126,0.07328,0.00188,0.07328,0.48,0.07,0.41,99.92,1,216,50749.951,1254451.079,8051.794,21.54,0.00,0.48,0.00,0.10,0.00,0.01,0.00,0.00,77.87,4446561,3211055,41.93,23393,374259,8484466,110.80,2929388,159993,79,2695450,63637,5245,9346,0,0,0,0.00,0,0.00,0.54,0.00,0.54,0.00,9.55,15859,1132,23265,0,0.02,5122.57,2,314,0.90,2.91,12.76,0,621.91,620.89,133.74,119.13,0.00,0.00,0.00,0.01
nio,memory,7g,600,UseParallelGC,10,33.054477706053234,0,252,19.0,23.0,31.0,50.0,79.0,119.0,170.0,196.0,223.0,243.2965807914734,18132.126666666667,7138,23.614,624,65.221,2308.85,0.0121,0.00638,0.07095,0.01196,0.07095,5.23,0.07,5.16,99.14,1,431,98791.788,193000.119,8794.79,85.21,0.00,8.74,0.00,0.01,0.00,4.11,0.00,0.00,1.92,4417615,3240001,42.31,23586,374585,8482096,110.77,2954625,159992,83,2720158,65522,5232,9368,0,0,0,0.00,0,0.00,0.64,0.00,0.64,0.00,10.32,15937,1749,23873,0,0.02,7098.27,10,313,9.06,7.55,10.18,0,20240.43,27326.79,4060.37,4059.47,0.00,0.00,0.00,0.33
nio,memory,7g,500,UseParallelGC,10,28.018289349482387,0,279,16.0,20.0,26.0,42.0,71.0,117.0,199.0,243.0,267.0,276.86129119992256,17822.576666666668,7144.5,23.618,585,59.624,2320.505,0.01059,0.00504,0.07323,0.01044,0.07323,4.48,0.07,4.41,99.26,1,422,97334.444,222276.941,7988.835,86.02,0.00,8.39,0.00,0.02,0.00,3.65,0.00,0.00,1.92,4404778,3252838,42.48,23783,374912,8489400,110.86,2967816,159992,79,2732822,65060,5232,9398,0,0,0,0.00,0,0.00,0.59,0.00,0.59,0.00,9.65,16024,1648,23786,0,0.06,6201.19,10,313,9.45,8.81,9.45,0,19577.80,23671.74,3963.27,3782.28,0.00,0.00,0.00,0.32
nio,memory,7g,200,UseParallelGC,10,10.968172938826495,0,280,5.0,7.0,10.0,18.0,36.0,80.0,134.0,175.0,272.0,280.0,18172.9,7158,23.615,623,43.863,2353.726,0.00536,0.00252,0.08989,0.00516,0.08989,2.29,0.09,2.2,99.62,1,426,99549.435,456424.103,6930.493,86.22,0.00,7.74,0.00,0.03,0.00,3.53,0.00,0.00,2.47,4426217,3231399,42.20,23986,375242,8484449,110.80,2949606,159992,85,2714117,64000,5232,9344,0,0,0,0.00,0,0.00,0.58,0.00,0.58,0.00,9.49,16106,1358,23493,0,0.01,4937.76,10,313,9.05,8.92,9.12,0,18886.83,18964.99,3949.17,3517.17,0.00,0.00,0.00,0.32
nio,memory,7g,100,UseParallelGC,10,5.554401124297663,0,238,2.0,2.0,4.0,10.0,32.0,91.0,142.0,203.0,232.0,238.0,17895.616666666665,7163.5,23.619,600,39.7,2363.339,0.00339,0.00196,0.0703,0.00323,0.0703,1.41,0.07,1.34,99.77,1,416,97511.484,732718.227,8534.899,82.65,0.00,8.33,0.00,0.08,0.00,3.45,0.00,0.00,5.48,4449876,3207740,41.89,24182,375580,8484783,110.80,2926227,159992,77,2690178,63832,5232,9339,0,0,0,0.00,0,0.00,0.55,0.00,0.55,0.00,9.51,16188,1239,23401,0,0.01,7911.51,10,313,9.14,8.85,8.88,0,18251.21,18399.70,3858.27,3442.90,0.00,0.00,0.00,0.32
nio,memory,7g,50,UseParallelGC,10,3.0770098180681376,0,236,1.0,1.0,2.0,6.0,22.0,72.0,117.30839999951422,154.73083999939263,203.51925200037658,223.45001840032637,16089.723333333333,7165.5,23.615,636,37.667,2366.483,0.00259,0.00159,0.07898,0.00239,0.07898,0.98,0.08,0.9,99.84,1,376,88447.984,992072.038,8052.6,77.79,0.00,8.82,0.00,0.17,0.00,3.40,0.00,0.00,9.82,4433320,3224296,42.11,24393,375901,8481972,110.77,2942069,159984,82,2705488,63949,5232,9333,0,0,0,0.00,0,0.00,0.57,0.00,0.57,0.00,9.65,16270,1159,23360,0,0.01,13105.49,9,313,9.13,8.72,8.68,0,16270.59,16324.60,3457.32,3080.86,0.00,0.00,0.00,0.28
nio,memory,7g,20,UseParallelGC,10,1.4889318156637692,0,205,1.0,1.0,1.0,2.0,10.0,59.0,95.0,119.0,178.0,204.60376979969442,13207.676666666666,7167,23.618,593,36.537,2365.106,0.00219,0.00135,0.07024,0.00197,0.07024,0.68,0.07,0.61,99.89,1,309,72558.256,1198366.429,8441.99,59.55,0.00,9.63,0.00,0.48,0.00,3.15,0.00,0.00,27.19,4425615,3232001,42.21,24597,376224,8484844,110.80,2950644,159983,84,2713505,63701,5247,9360,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,10.26,16352,1135,23339,0,0.01,29854.72,8,314,5.16,5.69,7.10,0,13272.75,13308.88,2829.66,2521.47,0.00,0.00,0.00,0.23
nio,memory,7g,10,UseParallelGC,10,0.8332734361698116,0,204,0.0,0.0,1.0,1.0,8.0,34.0,60.0,88.0,134.0,180.5470318789594,11668.146666666667,7167.5,23.619,564,36.131,2363.324,0.00222,0.00131,0.07523,0.00195,0.07523,0.61,0.08,0.53,99.9,1,274,64294.183,1210432.099,7497.418,47.32,0.00,7.76,0.00,0.84,0.00,2.42,0.00,0.00,41.66,4441759,3215857,42.00,24790,376538,8479177,110.73,2934357,159981,82,2696710,63934,5245,9340,0,0,0,0.00,0,0.00,0.57,0.00,0.56,0.03,9.97,16434,1136,23338,0,0.04,39690.82,7,314,4.53,4.63,5.80,0,11705.72,11713.05,2498.96,2225.36,0.00,0.00,0.00,0.20
nio,memory,7g,1,UseParallelGC,10,0.272687158157227,0,24,0.0,0.0,0.0,1.0,1.0,1.0,5.0,21.7339599999832,23.97339599998668,24.0,3422.016666666667,7167.5,23.619,573,35.54,2309.302,0.00345,0.00126,0.07003,0.00265,0.07003,0.29,0.07,0.22,99.95,1,83,19217.952,872195.582,8182.406,0.51,0.00,0.44,0.00,0.71,0.00,0.03,0.00,0.00,98.31,4427676,3229940,42.18,24995,376856,8483337,110.78,2948412,159973,99,2710270,63905,5232,9317,0,0,0,0.00,0,0.00,0.49,0.00,0.49,0.00,9.60,16516,1140,23338,0,0.02,27614.50,1,313,0.00,0.99,3.38,0,3435.86,3434.85,734.35,653.79,0.00,0.00,0.00,0.06
oio,memory,7g,200,UseParallelGC,10240,1447.017016558606,1000,2379,1001.0,1002.0,1009.0,2007.0,2028.0,2249.0,2360.8095999999787,2379.0,2379.0,2379.0,138.29666666666665,7114,23.678,629,413.704,2234.942,0.01244,0.00967,0.08006,0.01231,0.07897,5.95,0.08,5.87,99.01,1,477,106120.489,181622.737,7965.06,98.77,0.00,0.58,0.00,0.00,0.00,0.17,0.00,0.00,0.48,4269475,3388141,44.25,17255,172753,8591730,112.20,3123645,141031,83,3078396,61043,8960,10445,0,0,0,0.00,0,0.00,0.58,0.00,0.58,0.00,9.81,14023,1247,23042,0,0.01,2332.22,87,546,97.04,72.54,40.49,0,747.49,624.79,82.67,62.00,0.00,0.00,0.00,0.01
oio,memory,7g,100,UseParallelGC,10240,1001.9793197915275,1000,1131,1001.0,1001.0,1002.0,1003.0,1008.0,1017.0690000000031,1108.0275999999867,1128.0068999999785,1130.7006899999906,1130.9700689999736,99.77333333333333,7138,23.675,554,264.214,2249.291,0.00851,0.00631,0.07857,0.00831,0.07857,2.96,0.08,2.88,99.51,1,347,77445.123,270576.319,7051.181,61.36,0.00,0.70,0.00,0.01,0.00,0.11,0.00,0.00,37.82,4421794,3235822,42.26,17938,175670,8534123,111.45,2988441,124724,82,2923281,60829,8112,10053,0,0,0,0.00,0,0.00,0.86,0.28,0.58,20.37,10.48,14105,1137,22951,0,0.07,1541.97,4,493,2.16,20.84,31.66,0,449.70,399.70,51.92,40.89,0.00,0.00,0.00,0.00
oio,memory,7g,50,UseParallelGC,10240,1002.4421946003743,1000,1071,1001.0,1001.0,1002.0,1006.0,1012.0,1028.037000000002,1061.5332999999937,1070.2518499999915,1070.9251850000019,1070.9925184999938,49.88,7153,23.675,561,278.125,2200.558,0.00735,0.00379,0.071,0.00699,0.071,1.32,0.07,1.25,99.78,1,179,39203.499,314732.289,7901.353,34.79,0.00,0.51,0.00,0.00,0.00,0.07,0.00,0.00,64.63,4388261,3269355,42.69,20127,185820,8396416,109.65,3021242,129005,92,2948015,60466,5968,9850,0,0,0,0.00,0,0.00,0.45,0.00,0.45,0.00,8.74,14191,1084,22914,0,0.02,824.62,7,359,6.01,5.33,17.56,0,224.06,199.23,25.88,20.40,0.00,0.00,0.00,0.00
oio,memory,7g,20,UseParallelGC,10240,1002.4410830686946,1000,1044,1001.0,1001.0,1002.0,1004.0,1010.0,1018.0180000000009,1043.4017999999996,1043.9401799999996,1043.9940179999994,1043.9994017999998,19.94333333333333,7156.5,23.674,559,179.427,2056.281,0.0103,0.00254,0.07295,0.00948,0.07295,0.8,0.07,0.73,99.87,1,77,15942.576,216794.763,7662.594,12.89,0.00,0.55,0.00,0.00,0.00,0.04,0.00,0.00,86.52,4511192,3146424,41.09,20313,186489,8380088,109.43,2898677,129207,80,2824818,60383,5744,9586,0,0,0,0.00,0,0.00,0.45,0.00,0.45,0.00,8.88,14295,1055,22908,0,0.01,442.45,4,345,0.82,2.67,10.60,0,90.08,80.07,10.40,8.19,0.00,0.00,0.00,0.00
oio,memory,7g,10,UseParallelGC,10240,1002.7484949832776,1000,1029,1001.0,1002.0,1002.0,1004.0,1013.0,1020.0110000000004,1026.6087999999982,1028.760879999998,1028.9760879999994,1028.9976088000003,9.966666666666667,7072.5,23.675,619,189.809,1850.469,0.01526,0.00199,0.07136,0.01398,0.07136,0.69,0.07,0.62,99.89,1,44,8101.894,132349.517,8674.145,7.06,0.00,0.50,0.00,0.00,0.00,0.01,0.00,0.00,92.42,4572788,3084828,40.28,20507,186809,8357684,109.14,2837988,129168,79,2763565,60386,5374,9438,0,0,0,0.00,0,0.00,0.45,0.00,0.45,0.00,8.69,14376,1035,22907,0,0.01,298.19,2,322,0.72,0.70,5.61,0,45.15,40.15,5.21,4.11,0.00,0.00,0.00,0.00
oio,memory,7g,1,UseParallelGC,10240,1003.742474916388,1002,1024,1002.0,1002.0,1003.0,1005.0,1018.0799999999999,1023.4040000000001,1023.9404,1023.9940399999999,1023.999404,1023.9999404,0.9966666666666667,7092,23.676,576,69.002,1539.586,0.02687,0.01052,0.07326,0.01913,0.07326,0.19,0.07,0.11,99.96,1,6,1095.123,80461.731,7862.698,0.53,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,98.93,5158068,2499548,32.64,20693,187097,8335444,108.85,2254254,129132,85,2179333,60375,5136,8303,0,0,0,0.00,0,0.00,0.42,0.00,0.42,0.00,8.05,14459,1045,22907,0,0.01,232.81,2,307,0.01,0.18,2.97,0,4.72,4.21,0.55,0.43,0.00,0.00,0.00,0.00
oio,memory,7g,600,UseParallelGC,1024,1002.5000222799024,4,1162,1001.0,1001.0,1002.0,1005.0,1017.0,1044.0,1124.373599999817,1146.8186799999094,1159.8456039997982,1161.784560399945,598.4466666666667,7126.5,23.63,545,382.463,2190.956,0.02113,0.01757,0.09184,0.02082,0.09184,4.82,0.09,4.73,99.2,1,227,49416.57,105235.88,5933.975,42.97,0.00,2.00,0.00,0.07,0.00,0.63,0.00,0.00,54.32,4199826,3457790,45.15,20887,187406,8983096,117.31,3194444,129099,83,3118990,64298,15072,11178,0,0,0,0.00,0,0.00,0.52,0.00,0.52,0.00,9.46,14541,1656,23515,0,0.05,6357.15,4,928,3.53,4.96,4.67,0,2694.51,2394.74,310.47,244.38,0.00,0.00,0.00,0.03
oio,memory,7g,500,UseParallelGC,1024,1002.2194828542596,3,1140,1001.0,1001.0,1002.0,1004.0,1015.0,1058.0,1126.0,1139.0,1139.8503719999862,1139.9850371999783,498.7633333333333,7133.5,23.675,612,344.921,2148.24,0.0203,0.01501,0.07622,0.02003,0.07221,3.92,0.07,3.85,99.35,1,192,41084.727,107264.702,8475.222,30.38,0.00,1.69,0.00,0.08,0.00,0.52,0.00,0.00,67.33,4245078,3412538,44.56,21077,187739,8883652,116.01,3152368,129089,83,3076389,63619,13424,10915,0,0,0,0.00,0,0.00,0.53,0.00,0.53,0.00,9.68,14623,1550,23424,0,0.02,5640.98,3,825,1.95,2.76,3.73,0,2246.36,1996.18,258.82,203.70,0.00,0.00,0.00,0.02
oio,memory,7g,200,UseParallelGC,1024,1001.8820384294069,3,1124,1001.0,1001.0,1002.0,1003.0,1005.0,1014.0,1107.0603999999876,1119.2120799999684,1123.521207999962,1123.9521207999787,199.5,7149.5,23.632,621,255.07,2023.842,0.01768,0.00746,0.07195,0.01703,0.07195,1.49,0.07,1.41,99.75,1,83,16908.105,118872.704,8630.814,12.82,0.00,1.32,0.00,0.05,0.00,0.34,0.00,0.00,85.48,4395620,3261996,42.60,21271,188034,8553439,111.70,3010420,129088,78,2933958,61358,8427,10132,0,0,0,0.00,0,0.00,0.47,0.00,0.47,0.00,8.59,14703,1244,23132,0,0.02,2555.52,1,513,0.53,1.47,2.70,0,898.19,798.39,103.50,81.48,0.00,0.00,0.00,0.01
oio,memory,7g,100,UseParallelGC,1024,1002.0174185798185,1000,1117,1001.0,1001.0,1002.0,1003.0,1005.0,1018.0,1105.0131999999867,1114.6026399999973,1116.7602639999823,1116.9760263999924,99.89333333333333,7082,23.675,559,237.35,1800.515,0.02021,0.00498,0.07257,0.01912,0.07257,0.99,0.07,0.92,99.83,1,48,8663.657,94187.374,7702.908,6.32,0.00,0.88,0.00,0.03,0.00,0.16,0.00,0.00,92.62,4442819,3214797,41.98,21452,188328,8449792,110.34,2965257,128748,77,2887946,61020,6816,9834,0,0,0,0.00,0,0.00,0.52,0.00,0.52,0.00,8.77,14787,1155,23042,0,0.01,1360.44,2,412,0.09,0.43,1.57,0,449.86,399.85,51.84,40.81,0.00,0.00,0.00,0.00
oio,memory,7g,50,UseParallelGC,1024,1002.070461969202,5,1060,1001.0,1001.0,1002.0,1003.0,1006.0,1039.0,1060.0,1060.0,1060.0,1060.0,50.00333333333333,6869.5,23.675,556,244.51,1651.584,0.02913,0.00372,0.07161,0.02761,0.07009,0.82,0.07,0.75,99.86,1,27,4472.485,59813.162,7932.749,3.26,0.00,0.71,0.00,0.01,0.00,0.09,0.00,0.00,95.92,4519611,3138005,40.98,21638,188912,8401390,109.71,2889413,129012,80,2811613,60959,6042,9582,0,0,0,0.00,0,0.00,0.43,0.00,0.43,0.00,8.24,14870,1099,23002,0,0.02,766.89,2,364,0.19,0.28,0.93,0,224.92,199.92,25.91,20.40,0.00,0.00,0.00,0.00
oio,memory,7g,20,UseParallelGC,1024,1002.1633061156474,5,1043,1001.0,1001.0,1002.0,1003.0,1013.0,1035.000000000001,1043.0,1043.0,1043.0,1043.0,20.003333333333334,6875.5,23.633,600,214.56,1640.151,0.04058,0.02603,0.08621,0.03643,0.08621,0.49,0.09,0.4,99.91,1,11,1977.613,45017.543,6959.354,1.45,0.00,0.57,0.00,0.01,0.00,0.03,0.00,0.00,97.95,4769349,2888267,37.72,22594,191973,8365444,109.24,2638464,131704,82,2559320,60873,5472,9065,0,0,0,0.00,0,0.00,0.41,0.00,0.41,0.00,8.29,14984,1071,23025,0,0.01,420.85,2,328,0.13,0.08,0.48,0,90.08,80.08,10.38,8.17,0.00,0.00,0.00,0.00
oio,memory,7g,10,UseParallelGC,1024,1002.5270903010033,1000,1038,1001.0,1001.0,1002.0,1004.0,1015.0,1034.0,1038.0,1038.0,1038.0,1038.0,9.966666666666667,6909.5,23.675,628,170.379,1520.378,0.04167,0.0198,0.07047,0.03686,0.07047,0.29,0.07,0.22,99.94,1,6,1107.566,41243.52,8910.987,1.02,0.00,0.57,0.00,0.00,0.00,0.02,0.00,0.00,98.38,4908722,2748894,35.90,22782,192253,8355644,109.12,2499647,131700,73,2420051,60858,5338,8829,0,0,0,0.00,0,0.00,0.42,0.00,0.42,0.00,7.92,15069,1048,23027,0,0.01,291.71,2,320,0.10,0.11,0.30,0,45.18,40.17,5.20,4.10,0.00,0.00,0.00,0.00
oio,memory,7g,1,UseParallelGC,1024,1003.4749163879599,1001,1031,1002.0,1002.0,1003.0,1005.0,1016.06,1028.6160000000004,1030.7615999999998,1030.9761599999997,1030.997616,1030.9997616,0.9966666666666667,6869.5,23.675,611,54.658,1032.382,0.04113,0.02169,0.07194,0.02572,0.07194,0.12,0.07,0.05,99.97,1,2,292.078,40142.54,8493.083,0.25,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,99.21,6203942,1453674,18.98,22969,192547,8330532,108.79,1206745,131689,84,1126681,60830,5136,6632,0,0,0,0.00,0,0.00,0.55,0.00,0.55,0.00,9.49,15148,1057,23024,0,0.02,245.26,2,307,0.00,0.02,0.15,0,4.83,4.32,0.56,0.45,0.00,0.00,0.00,0.00
oio,memory,7g,600,UseParallelGC,10,1001.5830554519492,0,1124,1001.0,1001.0,1002.0,1003.0,1006.0,1070.0,1111.0,1124.0,1124.0,1124.0,598.7766666666666,6869.5,23.674,625,356.815,1592.819,0.06344,0.02671,0.1216,0.06304,0.07292,1.59,0.07,1.51,99.74,1,24,3794.384,25266.777,8570.661,5.71,0.00,2.67,0.00,0.10,0.00,0.83,0.00,0.00,90.70,4338348,3319268,43.35,23159,192833,8980828,117.28,3053430,131688,75,2972851,64694,14994,10880,0,0,0,0.00,0,0.00,0.51,0.00,0.51,0.00,9.09,15230,1666,23632,0,0.08,5903.53,2,923,0.42,0.48,0.32,0,2697.05,2397.37,309.59,243.45,0.00,0.00,0.00,0.03
oio,memory,7g,500,UseParallelGC,10,1001.6947186343783,0,1123,1001.0,1001.0,1002.0,1003.0,1006.0,1081.0,1116.0,1123.0,1123.0,1123.0,499.11333333333334,6869.5,23.63,587,319.307,1641.079,0.06729,0.02545,0.14487,0.06689,0.07483,1.35,0.07,1.27,99.76,1,19,3278.156,24534.684,7844.007,4.70,0.00,2.31,0.00,0.08,0.00,0.69,0.00,0.00,92.22,4461816,3195800,41.73,23349,193118,8870854,115.84,2933368,131676,85,2852300,63836,13389,10437,0,0,0,0.00,0,0.00,0.44,0.00,0.44,0.00,8.53,15316,1566,23544,0,0.03,4891.09,1,823,0.74,0.60,0.43,0,2248.72,1998.56,258.12,202.96,0.00,0.00,0.00,0.02
oio,memory,7g,200,UseParallelGC,10,1001.5198805332622,0,1085,1001.0,1001.0,1002.0,1003.0,1005.0,1010.0,1058.06119999996,1084.4006799999988,1084.9400679999962,1084.9940067999996,199.77666666666667,6869.5,23.675,616,256.471,1518.015,0.06109,0.02969,0.08787,0.05999,0.07093,0.61,0.07,0.54,99.89,1,9,1513.392,25303.721,8684.202,1.96,0.00,1.17,0.00,0.03,0.00,0.27,0.00,0.00,96.57,4614796,3042820,39.74,23534,193405,8553727,111.70,2788523,131680,82,2706969,61942,8420,9651,0,0,0,0.00,0,0.00,0.47,0.00,0.47,0.00,9.41,15398,1267,23253,0,0.07,2029.48,1,512,0.11,0.28,0.37,0,898.71,798.99,103.19,81.16,0.00,0.00,0.00,0.01
oio,memory,7g,100,UseParallelGC,10,1001.5960441613022,0,1128,1001.0,1001.0,1002.0,1004.0,1011.0,1044.0,1126.0019999999968,1127.7001999999993,1127.9700200000007,1127.997002,99.93666666666667,6869.5,23.631,637,180.528,1463.558,0.05152,0.02576,0.07148,0.04753,0.07148,0.31,0.07,0.24,99.93,1,5,1007.124,30795.466,8911.197,1.04,0.00,0.84,0.00,0.02,0.00,0.14,0.00,0.00,97.96,4809060,2848556,37.20,23723,193694,8466125,110.56,2596670,131432,77,2514417,61225,7130,9193,0,0,0,0.00,0,0.00,0.54,0.00,0.54,0.00,8.77,15479,1165,23161,0,0.05,1113.22,2,432,0.14,0.20,0.30,0,449.84,399.85,51.64,40.62,0.00,0.00,0.00,0.00
oio,memory,7g,50,UseParallelGC,10,1001.78118336887,0,1047,1001.0,1001.0,1002.0,1003.0,1009.0,1041.0,1047.0,1047.0,1047.0,1047.0,50.026666666666664,6869.5,23.674,594,171.235,1384.608,0.05565,0.02895,0.07575,0.05129,0.0731,0.28,0.07,0.21,99.95,1,4,582.75,26993.693,8126.344,0.58,0.00,0.63,0.00,0.01,0.00,0.06,0.00,0.00,98.72,5209255,2448361,31.97,23910,193981,8396376,109.65,2198225,131392,77,2115488,61043,6049,8797,0,0,0,0.00,0,0.00,0.46,0.00,0.46,0.00,8.59,15563,1113,23121,0,0.03,643.13,2,364,0.11,0.17,0.23,0,224.89,199.91,25.81,20.30,0.00,0.00,0.00,0.00
oio,memory,7g,20,UseParallelGC,10,1001.7002497918402,1,1022,1001.0,1001.0,1002.0,1004.0,1015.0,1020.0,1022.0,1022.0,1022.0,1022.0,20.016666666666666,6869.5,23.677,594,97.284,989.76,0.05081,0.02922,0.08338,0.03452,0.08338,0.15,0.08,0.07,97.76,1,2,17423.231,28669.009,7124.412,0.45,0.00,0.60,0.00,0.01,0.00,0.02,0.00,0.00,98.92,5916567,1741049,22.74,24097,194270,8373724,109.35,1493487,131390,77,1410282,60916,5538,7375,0,0,0,0.00,0,0.00,0.45,0.00,0.45,0.00,8.85,15645,1077,23100,0,0.03,395.87,2,332,0.05,0.05,0.12,0,90.12,80.13,10.35,8.14,0.00,0.00,0.00,0.00
oio,memory,7g,10,UseParallelGC,10,1001.8416304710993,1,1078,1001.0,1002.0,1002.0,1004.0,1017.0,1077.0,1077.7007999999996,1077.9700799999996,1077.9970079999998,1077.9997008,9.976666666666667,6869.5,23.673,606,128.627,958.419,0.05637,0.02252,0.07437,0.04845,0.07221,0.17,0.07,0.1,99.95,1,2,343.498,19783.058,8392.666,0.67,0.00,0.59,0.00,0.00,0.00,0.02,0.00,0.00,98.72,6168118,1489498,19.45,24285,194560,8360508,109.18,1242574,131379,81,1158878,60829,5356,6904,0,0,0,0.00,0,0.00,0.51,0.00,0.51,0.00,9.47,15724,1068,23096,0,0.03,270.59,2,321,0.07,0.07,0.09,0,45.21,40.20,5.19,4.09,0.00,0.00,0.00,0.00
oio,memory,7g,1,UseParallelGC,10,1003.4214046822742,1001,1021,1002.0,1002.0,1003.0,1005.0,1019.02,1020.702,1020.9702,1020.99702,1020.9997020000001,1020.9999702,0.9966666666666667,6869.5,23.673,610,46.494,1022.632,0.04797,0.02537,0.09142,0.02625,0.09142,0.14,0.09,0.05,99.69,1,2,2652.705,38957.422,6672.676,0.21,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,99.29,6710005,947611,12.37,24470,194842,8328824,108.77,701613,131376,78,617428,60963,5151,5857,0,0,0,0.00,0,0.00,0.51,0.00,0.51,0.00,9.71,15809,1047,23099,0,0.07,230.06,2,308,0.00,0.02,0.05,0,4.76,4.25,0.55,0.44,0.00,0.00,0.00,0.00
seda,memory,7g,200,UseParallelGC,10240,1449.331463933475,583,2230,1278.0,1354.0,1456.0,1636.0,1835.0,1997.2660000000033,2194.7696999999753,2219.6582499999568,2228.9658250000502,2229.8965824999686,137.89333333333335,7113.5,23.617,609,97.467,2265.447,0.01061,0.00882,0.07551,0.01048,0.07551,4.98,0.08,4.9,99.17,1,468,105465.452,216254.011,8064.783,98.59,0.00,0.83,0.00,0.00,0.00,0.15,0.00,0.00,0.43,4622142,3035474,39.64,17783,175996,8528436,111.37,2772107,143984,87,2726057,60981,5874,9464,0,0,0,0.00,0,0.00,0.91,0.28,0.63,20.37,10.77,14242,1312,23283,0,0.04,4522.37,87,353,84.95,67.40,37.79,0,620.90,552.07,71.70,56.49,0.00,0.00,0.00,0.01
seda,memory,7g,100,UseParallelGC,10240,726.918010524529,25,1540,562.0,635.0,736.0,905.0,1064.0,1198.8200000000143,1359.1347999999562,1502.8875999998127,1536.2887599995884,1539.628875999697,137.45666666666668,7144.5,23.622,593,69.482,2325.697,0.00586,0.00418,0.09624,0.00566,0.09624,2.69,0.1,2.6,99.55,1,459,106044.523,411016.538,6161.596,98.75,0.00,0.75,0.00,0.00,0.00,0.10,0.00,0.00,0.39,4612974,3044642,39.76,19890,185759,8525356,111.33,2790391,134400,83,2722889,61214,5880,9471,0,0,0,0.00,0,0.00,0.52,0.00,0.52,0.00,9.14,14327,1255,23195,0,0.01,4197.37,86,353,84.82,80.60,58.79,0,437.46,446.48,55.76,48.43,0.00,0.00,0.00,0.00
seda,memory,7g,50,UseParallelGC,10240,343.0755287009063,19,1140,185.0,246.0,342.0,502.0,663.0,794.0,987.987099999933,1114.2223099997645,1137.4222310000623,1139.7422230998345,145.64,7154,23.624,581,55.937,2347.36,0.00404,0.00264,0.07354,0.0039,0.07354,1.97,0.07,1.89,99.67,1,485,113073.131,601785.174,7900.613,98.84,0.00,0.64,0.00,0.00,0.00,0.10,0.00,0.00,0.42,4623310,3034306,39.62,20088,186101,8519104,111.25,2785914,129044,81,2712511,61314,5872,9429,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.81,14406,1208,23151,0,0.01,4114.54,46,353,47.15,54.36,56.21,0,305.45,382.58,45.40,44.47,0.00,0.00,0.00,0.00
seda,memory,7g,20,UseParallelGC,10240,140.54284843654776,23,478,52.0,76.0,138.0,229.0,308.0,375.3390000000072,433.73389999999927,465.6283099999346,476.76283100001456,477.87628309987485,142.20666666666668,7162.5,23.623,563,48.095,2363.114,0.0028,0.00207,0.07351,0.00265,0.07351,1.32,0.07,1.25,99.78,1,471,110623.292,891523.299,7659.187,98.77,0.00,0.70,0.00,0.00,0.00,0.10,0.00,0.00,0.43,4632934,3024682,39.50,20281,186840,8517736,111.23,2775896,129392,81,2701904,61204,5872,9448,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.38,14515,1175,23150,0,0.02,3283.38,20,353,19.67,26.45,40.92,0,209.64,322.55,36.68,39.58,0.00,0.00,0.00,0.00
